epoch,auc,categorical_accuracy,loss,precision,recall,val_auc,val_categorical_accuracy,val_loss,val_precision,val_recall
0,0.8857361674308777,0.6320495009422302,1.2010082006454468,0.7576656937599182,0.526822566986084,0.9679762721061707,0.7980295419692993,0.7688935995101929,0.9801980257034302,0.4876847267150879
1,0.9516090750694275,0.7640990614891052,0.7555745840072632,0.8699472546577454,0.6808803081512451,0.9647346138954163,0.807881772518158,0.8845844268798828,0.9793814420700073,0.467980295419693
2,0.9657633304595947,0.810178816318512,0.6182984709739685,0.8703261613845825,0.7524071335792542,0.9638347029685974,0.743842363357544,0.7181286811828613,0.9083969593048096,0.5862069129943848
3,0.9767569303512573,0.8363136053085327,0.5035918354988098,0.8896551728248596,0.7984869480133057,0.9097890257835388,0.6798029541969299,1.033826231956482,0.8768116235733032,0.5960590839385986
4,0.9828904867172241,0.8686382174491882,0.42257821559906006,0.9041604995727539,0.837001383304596,0.9838324189186096,0.8768472671508789,0.5920568108558655,0.9586206674575806,0.6847290396690369
5,0.9861118197441101,0.8768913149833679,0.3724651038646698,0.9131075143814087,0.8528198003768921,0.9885340929031372,0.9162561297416687,0.36403632164001465,0.9497206807136536,0.8374384045600891
6,0.9850228428840637,0.881705641746521,0.3817870616912842,0.9158671498298645,0.8535075783729553,0.978758692741394,0.8522167205810547,0.46939072012901306,0.9032257795333862,0.8275862336158752
7,0.9891735315322876,0.9002751111984253,0.3173040449619293,0.9216823577880859,0.8741403222084045,0.9913833737373352,0.9261083602905273,0.3155040740966797,0.9776536226272583,0.8620689511299133
8,0.9917333722114563,0.9202200770378113,0.272786021232605,0.9370979070663452,0.901650607585907,0.9870336055755615,0.8965517282485962,0.36709195375442505,0.9214659929275513,0.866995096206665
9,0.9924493432044983,0.9112792015075684,0.2655993402004242,0.9341917037963867,0.8982118368148804,0.9841033816337585,0.866995096206665,0.43199706077575684,0.9175823926925659,0.8226600885391235
10,0.9935441017150879,0.9250344038009644,0.2390357255935669,0.9349363446235657,0.9092159271240234,0.991328775882721,0.8965517282485962,0.34315070509910583,0.9319371581077576,0.8768472671508789
11,0.995637834072113,0.9401650428771973,0.1923646330833435,0.9535538554191589,0.9319119453430176,0.9948455095291138,0.9458128213882446,0.231633260846138,0.9447236061096191,0.9261083602905273
12,0.9971808195114136,0.946354866027832,0.16188161075115204,0.9571328163146973,0.9367262721061707,0.9947624802589417,0.9458128213882446,0.23859593272209167,0.9547738432884216,0.935960590839386
13,0.997452437877655,0.9497936964035034,0.1476801484823227,0.9587412476539612,0.9429160952568054,0.9949768781661987,0.9507389068603516,0.18649479746818542,0.9646464586257935,0.9408866763114929
14,0.9977188110351562,0.9546079635620117,0.1438758373260498,0.961618959903717,0.9477304220199585,0.9945643544197083,0.9408866763114929,0.2188105285167694,0.9589743614196777,0.9211822748184204
15,0.9973866939544678,0.9546079635620117,0.13037225604057312,0.9629888534545898,0.948418140411377,0.9954863786697388,0.9458128213882446,0.18042978644371033,0.9695431590080261,0.9408866763114929
16,0.9982300400733948,0.960110068321228,0.11623253673315048,0.9705676436424255,0.9525446891784668,0.9952720403671265,0.9556650519371033,0.18064939975738525,0.9649999737739563,0.9507389068603516
17,0.9981314539909363,0.9518569707870483,0.12807445228099823,0.9616724848747253,0.9491059184074402,0.9955937266349792,0.935960590839386,0.18267306685447693,0.9543147087097168,0.9261083602905273
18,0.9979333877563477,0.9628610610961914,0.11785747110843658,0.9700973629951477,0.9594222903251648,0.9957675337791443,0.9556650519371033,0.17899703979492188,0.9642857313156128,0.931034505367279
19,0.9988009929656982,0.9635488390922546,0.10110224783420563,0.9700765609741211,0.9587345123291016,0.9953023791313171,0.9507389068603516,0.1998148262500763,0.9648241400718689,0.9458128213882446
20,0.9985384941101074,0.9614855647087097,0.10747504234313965,0.9680555462837219,0.9587345123291016,0.9955269694328308,0.9507389068603516,0.2005498856306076,0.9695431590080261,0.9408866763114929
21,0.9991916418075562,0.9683631658554077,0.09429320693016052,0.9716066718101501,0.9649243354797363,0.9920708537101746,0.9261083602905273,0.2671504318714142,0.9306930899620056,0.9261083602905273
22,0.9991800785064697,0.9690508842468262,0.09371291100978851,0.9729542136192322,0.9649243354797363,0.9926351308822632,0.9408866763114929,0.22986924648284912,0.9455445408821106,0.9408866763114929
23,0.9996021389961243,0.9752407073974609,0.06879150867462158,0.9791955351829529,0.9711141586303711,0.994651198387146,0.935960590839386,0.23896844685077667,0.9402984976768494,0.931034505367279
24,0.9976662993431091,0.9786794781684875,0.09118424355983734,0.9799308180809021,0.9738652110099792,0.9954500198364258,0.9408866763114929,0.19847287237644196,0.9547738432884216,0.935960590839386
25,0.9989777207374573,0.9738652110099792,0.08491179347038269,0.9791086316108704,0.9669876098632812,0.9952579140663147,0.935960590839386,0.20507057011127472,0.9449999928474426,0.931034505367279
26,0.9994521141052246,0.9793672561645508,0.07118658721446991,0.9819944500923157,0.9752407073974609,0.9955289363861084,0.9408866763114929,0.1997581124305725,0.949999988079071,0.935960590839386
27,0.997593343257904,0.9676753878593445,0.1035333201289177,0.9735191464424133,0.9607977867126465,0.9954177141189575,0.9458128213882446,0.1982831209897995,0.9552238583564758,0.9458128213882446
28,0.9984709024429321,0.9718019366264343,0.08989815413951874,0.9730103611946106,0.9669876098632812,0.9954723119735718,0.9458128213882446,0.19522899389266968,0.9552238583564758,0.9458128213882446
